payment_id,order_id,payment_date,amount_cents,channel
PM-002173,O-00495,2025-06-18,188169,Bank deposit
PM-002174,O-00495,2025-09-30,224308,Mobile money
PM-002175,O-00496,2026-02-28,91536,Cash at site
PM-002176,O-00496,2026-03-26,145267,Cash at site
PM-002177,O-00496,2026-05-25,141081,Mobile money
PM-002178,O-00496,2026-06-21,71648,Mobile money
PM-002179,O-00496,2026-08-24,104187,Mobile money
PM-002180,O-00497,2025-03-03,209643,Cash at site
PM-002181,O-00497,2025-04-02,233910,Cash at site
PM-002182,O-00497,2025-03-19,276310,Mobile money
PM-002183,O-00497,2025-04-25,228308,Cash at site
PM-002184,O-00497,2025-04-24,272152,Bank deposit
PM-002185,O-00497,2025-07-19,409474,Mobile money
PM-002186,O-00497,2025-09-30,376591,Mobile money
PM-002187,O-00498,2025-10-12,720241,Mobile money
PM-002188,O-00498,2025-12-26,492160,Mobile money
PM-002189,O-00499,2025-04-06,726881,Bank deposit
PM-002190,O-00499,2025-08-03,1509830,Bank deposit
PM-002191,O-00500,2026-02-09,57796,Mobile money
PM-002192,O-00500,2026-03-13,62837,Mobile money
PM-002193,O-00500,2026-04-11,100100,Mobile money
PM-002194,O-00500,2026-04-03,66813,Bank deposit
PM-002195,O-00500,2026-05-18,109362,Cash at site
PM-002196,O-00500,2026-05-28,83568,Mobile money
PM-002197,O-00500,2026-08-18,55427,Mobile money
PM-002198,O-00501,2025-08-17,204984,Bank deposit
PM-002199,O-00501,2025-09-14,277878,Cash at site
PM-002200,O-00501,2025-11-29,272991,Mobile money
PM-002201,O-00501,2025-12-14,175386,Cash at site
PM-002202,O-00501,2026-02-22,374478,Mobile money
PM-002203,O-00502,2025-08-13,248662,Cash at site
PM-002204,O-00502,2025-09-26,259782,Mobile money
PM-002205,O-00502,2025-09-26,442486,Bank deposit
PM-002206,O-00502,2025-10-28,527087,Mobile money
PM-002207,O-00502,2025-12-17,382797,Mobile money
PM-002208,O-00502,2025-11-12,232234,Mobile money
PM-002209,O-00503,2025-04-14,424023,Cash at site
PM-002210,O-00503,2025-05-18,312960,Bank deposit
PM-002211,O-00503,2025-08-15,401997,Mobile money
PM-002212,O-00503,2025-08-26,429492,Mobile money
PM-002213,O-00504,2026-02-10,298939,Bank deposit
PM-002214,O-00504,2026-03-31,484355,Bank deposit
PM-002215,O-00504,2026-04-12,273252,Mobile money
PM-002216,O-00504,2026-07-02,637936,Mobile money
PM-002217,O-00504,2026-05-20,404042,Mobile money
PM-002218,O-00504,2026-06-03,476603,Mobile money
PM-002219,O-00505,2025-08-26,444229,Bank deposit
PM-002220,O-00505,2025-10-16,346937,Cash at site
PM-002221,O-00505,2026-01-20,349850,Mobile money
PM-002222,O-00505,2025-12-21,185298,Mobile money
PM-002223,O-00506,2025-03-16,404270,Mobile money
PM-002224,O-00506,2025-06-15,810987,Mobile money
PM-002225,O-00506,2025-07-07,503279,Mobile money
PM-002226,O-00506,2025-08-18,758971,Mobile money
PM-002227,O-00507,2026-03-17,57749,Mobile money
PM-002228,O-00507,2026-03-16,62436,Bank deposit
PM-002229,O-00507,2026-07-09,108490,Mobile money
PM-002230,O-00507,2026-05-09,52998,Mobile money
PM-002231,O-00507,2026-09-11,81214,Mobile money
PM-002232,O-00508,2025-09-23,451207,Mobile money
PM-002233,O-00508,2025-12-27,318299,Bank deposit
PM-002234,O-00508,2026-03-02,337496,Bank deposit
PM-002235,O-00509,2026-03-19,953898,Bank deposit
PM-002236,O-00509,2026-05-08,645780,Bank deposit
PM-002237,O-00509,2026-06-26,1091029,Mobile money
PM-002238,O-00509,2026-09-16,627848,Mobile money
PM-002239,O-00510,2025-03-24,124471,Cash at site
PM-002240,O-00510,2025-06-29,131107,Mobile money
PM-002241,O-00510,2025-10-16,126538,Mobile money
PM-002242,O-00511,2025-09-17,825916,Mobile money
PM-002243,O-00511,2025-10-30,750557,Mobile money
PM-002244,O-00511,2025-11-05,737622,Mobile money
PM-002245,O-00511,2025-12-23,793206,Bank deposit
PM-002246,O-00512,2026-03-23,381438,Cash at site
PM-002247,O-00512,2026-04-25,427157,Bank deposit
PM-002248,O-00512,2026-05-31,236293,Bank deposit
PM-002249,O-00512,2026-10-30,386269,Cash at site
PM-002250,O-00513,2025-02-16,261927,Mobile money
PM-002251,O-00513,2025-03-26,508716,Cash at site
PM-002252,O-00513,2025-03-14,389521,Bank deposit
PM-002253,O-00513,2025-06-18,466187,Bank deposit
PM-002254,O-00513,2025-05-07,335494,Mobile money
PM-002255,O-00513,2025-05-29,281558,Cash at site
PM-002256,O-00513,2025-11-05,541922,Mobile money
PM-002257,O-00514,2026-04-24,324375,Cash at site
PM-002258,O-00514,2026-09-17,694210,Bank deposit
PM-002259,O-00515,2025-04-30,382714,Mobile money
PM-002260,O-00515,2025-06-26,410048,Bank deposit
PM-002261,O-00515,2025-09-03,625400,Mobile money
PM-002262,O-00516,2025-08-16,259492,Cash at site
PM-002263,O-00516,2025-09-10,261386,Mobile money
PM-002264,O-00516,2025-10-07,274552,Mobile money
PM-002265,O-00516,2025-12-17,468748,Bank deposit
PM-002266,O-00516,2025-12-25,323256,Mobile money
PM-002267,O-00516,2025-11-28,302986,Mobile money
PM-002268,O-00517,2026-04-09,158319,Cash at site
PM-002269,O-00517,2026-04-23,268012,Mobile money
PM-002270,O-00517,2026-05-22,201232,Cash at site
PM-002271,O-00517,2026-07-07,205699,Mobile money
PM-002272,O-00517,2026-06-29,180017,Cash at site
PM-002273,O-00518,2025-02-27,105920,Mobile money
PM-002274,O-00518,2025-03-25,114004,Mobile money
PM-002275,O-00518,2025-05-05,91278,Mobile money
PM-002276,O-00518,2025-04-24,82746,Cash at site
PM-002277,O-00518,2025-05-28,67665,Cash at site
PM-002278,O-00518,2025-05-26,60813,Bank deposit
PM-002279,O-00518,2025-06-10,124003,Bank deposit
PM-002280,O-00519,2025-03-15,212508,Mobile money
PM-002281,O-00519,2025-04-27,188539,Bank deposit
PM-002282,O-00519,2025-05-02,319424,Cash at site
PM-002283,O-00519,2025-07-07,255175,Mobile money
PM-002284,O-00519,2025-07-14,320406,Bank deposit
PM-002285,O-00519,2025-08-03,206349,Mobile money
PM-002286,O-00519,2025-09-01,251507,Cash at site
PM-002287,O-00520,2025-09-11,211544,Mobile money
PM-002288,O-00520,2025-11-06,190067,Mobile money
PM-002289,O-00520,2025-12-10,97289,Mobile money
PM-002290,O-00520,2025-11-12,91992,Bank deposit
PM-002291,O-00520,2026-02-20,170482,Mobile money
PM-002292,O-00521,2026-02-16,208151,Mobile money
PM-002293,O-00521,2026-04-19,149992,Mobile money
PM-002294,O-00521,2026-03-30,239048,Bank deposit
PM-002295,O-00521,2026-07-21,183830,Mobile money
PM-002296,O-00521,2026-09-03,159678,Mobile money
PM-002297,O-00521,2026-07-21,114651,Mobile money
PM-002298,O-00522,2026-05-28,1671769,Mobile money
PM-002299,O-00522,2026-09-12,776748,Mobile money
PM-002300,O-00523,2025-07-30,318041,Cash at site
PM-002301,O-00523,2025-08-25,313710,Bank deposit
PM-002302,O-00523,2025-10-13,227565,Bank deposit
PM-002303,O-00523,2025-10-22,277931,Bank deposit
PM-002304,O-00523,2025-11-19,187452,Mobile money
PM-002305,O-00523,2025-10-31,135586,Mobile money
PM-002306,O-00523,2026-02-17,225398,Mobile money
PM-002307,O-00524,2026-03-19,217420,Mobile money
PM-002308,O-00524,2026-04-10,243966,Cash at site
PM-002309,O-00524,2026-05-05,363637,Cash at site
PM-002310,O-00524,2026-06-21,393888,Bank deposit
PM-002311,O-00524,2026-07-29,216879,Bank deposit
PM-002312,O-00524,2026-06-07,271120,Mobile money
PM-002313,O-00525,2025-10-15,977807,Mobile money
PM-002314,O-00525,2026-03-31,869156,Mobile money
PM-002315,O-00526,2025-03-12,92690,Bank deposit
PM-002316,O-00526,2025-06-27,123391,Mobile money
PM-002317,O-00526,2025-10-02,113207,Cash at site
PM-002318,O-00527,2026-04-07,370251,Mobile money
PM-002319,O-00527,2026-06-20,384044,Mobile money
PM-002320,O-00527,2026-09-24,248817,Mobile money
PM-002321,O-00528,2025-09-07,350041,Bank deposit
PM-002322,O-00528,2025-10-14,385327,Mobile money
PM-002323,O-00528,2025-12-25,566421,Mobile money
PM-002324,O-00528,2026-01-06,433047,Bank deposit
PM-002325,O-00528,2026-02-14,266476,Mobile money
PM-002326,O-00529,2026-03-08,143080,Mobile money
PM-002327,O-00529,2026-03-26,97184,Mobile money
PM-002328,O-00529,2026-04-13,111759,Bank deposit
PM-002329,O-00529,2026-08-15,75641,Mobile money
PM-002330,O-00529,2026-08-04,94613,Mobile money
PM-002331,O-00530,2025-11-19,892600,Bank deposit
PM-002332,O-00530,2026-02-01,1884764,Cash at site
PM-002333,O-00531,2025-09-17,619405,Mobile money
PM-002334,O-00531,2025-11-07,1098168,Bank deposit
PM-002335,O-00531,2025-11-22,699130,Mobile money
PM-002336,O-00531,2026-03-14,579678,Mobile money
PM-002337,O-00532,2025-05-04,98896,Bank deposit
PM-002338,O-00532,2025-05-14,116897,Mobile money
PM-002339,O-00532,2025-09-14,208360,Mobile money
PM-002340,O-00533,2025-08-11,122063,Mobile money
PM-002341,O-00533,2025-08-30,229230,Cash at site
PM-002342,O-00533,2025-09-29,147992,Mobile money
PM-002343,O-00533,2025-11-30,217077,Bank deposit
PM-002344,O-00533,2025-11-10,113124,Mobile money
PM-002345,O-00533,2026-02-14,174818,Mobile money
PM-002346,O-00534,2026-03-13,417476,Cash at site
PM-002347,O-00534,2026-04-26,357954,Cash at site
PM-002348,O-00534,2026-05-08,238041,Mobile money
PM-002349,O-00534,2026-08-04,254428,Mobile money
PM-002350,O-00534,2026-10-17,228544,Mobile money
PM-002351,O-00535,2025-08-22,45409,Cash at site
PM-002352,O-00535,2025-10-03,27603,Cash at site
PM-002353,O-00535,2025-12-12,36905,Bank deposit
PM-002354,O-00535,2025-10-27,19361,Mobile money
PM-002355,O-00535,2026-03-07,42998,Bank deposit
PM-002356,O-00536,2025-04-10,378046,Bank deposit
PM-002357,O-00536,2025-07-22,631661,Cash at site
PM-002358,O-00536,2025-07-22,345113,Mobile money
PM-002359,O-00537,2025-09-19,613876,Mobile money
PM-002360,O-00537,2025-11-26,490838,Mobile money
PM-002361,O-00538,2026-03-08,480310,Mobile money
PM-002362,O-00538,2026-07-15,717609,Bank deposit
PM-002363,O-00538,2026-10-26,1116130,Cash at site
PM-002364,O-00539,2026-02-22,245366,Mobile money
PM-002365,O-00539,2026-05-05,326255,Cash at site
PM-002366,O-00539,2026-05-08,477365,Mobile money
PM-002367,O-00539,2026-07-18,599829,Mobile money
PM-002368,O-00539,2026-06-01,292036,Cash at site
PM-002369,O-00540,2025-09-13,497090,Mobile money
PM-002370,O-00540,2025-11-28,1071465,Bank deposit
PM-002371,O-00540,2026-02-28,711235,Mobile money
PM-002372,O-00541,2025-03-26,780501,Mobile money
PM-002373,O-00541,2025-06-29,1112271,Mobile money
PM-002374,O-00542,2026-03-21,145370,Mobile money
PM-002375,O-00542,2026-05-02,371087,Bank deposit
PM-002376,O-00542,2026-06-01,135613,Mobile money
PM-002377,O-00542,2026-10-25,293301,Mobile money
PM-002378,O-00543,2025-10-31,450239,Mobile money
PM-002379,O-00543,2025-11-21,310846,Mobile money
PM-002380,O-00544,2026-03-28,116075,Mobile money
PM-002381,O-00544,2026-07-21,211429,Mobile money
PM-002382,O-00544,2026-07-31,225673,Cash at site
PM-002383,O-00545,2026-05-10,228646,Cash at site
PM-002384,O-00545,2026-05-13,205308,Mobile money
PM-002385,O-00545,2026-09-18,374161,Mobile money
PM-002386,O-00546,2026-03-03,362874,Mobile money
PM-002387,O-00546,2026-06-05,459261,Bank deposit
PM-002388,O-00546,2026-05-19,237015,Cash at site
PM-002389,O-00546,2026-06-09,319019,Cash at site
PM-002390,O-00547,2025-10-10,175200,Cash at site
PM-002391,O-00547,2026-01-04,317781,Mobile money
PM-002392,O-00547,2026-03-27,290725,Mobile money
PM-002393,O-00548,2025-04-09,54266,Bank deposit
PM-002394,O-00548,2025-06-09,49688,Bank deposit
PM-002395,O-00548,2025-07-31,60591,Cash at site
PM-002396,O-00549,2026-05-19,315698,Mobile money
PM-002397,O-00549,2026-08-11,189492,Mobile money
PM-002398,O-00550,2025-09-06,412645,Mobile money
PM-002399,O-00550,2025-10-10,275549,Mobile money
PM-002400,O-00550,2025-10-12,314607,Mobile money
PM-002401,O-00550,2025-11-25,160668,Cash at site
PM-002402,O-00550,2025-12-06,319382,Bank deposit
PM-002403,O-00551,2026-03-26,336776,Bank deposit
PM-002404,O-00551,2026-07-08,517388,Mobile money
PM-002405,O-00552,2025-08-27,39355,Mobile money
PM-002406,O-00552,2025-10-16,36171,Mobile money
PM-002407,O-00552,2025-10-27,19348,Mobile money
PM-002408,O-00552,2026-03-16,35380,Mobile money
PM-002409,O-00553,2026-03-20,82726,Mobile money
PM-002410,O-00553,2026-05-07,85642,Mobile money
PM-002411,O-00553,2026-06-15,99075,Bank deposit
PM-002412,O-00553,2026-06-04,129807,Mobile money
PM-002413,O-00553,2026-07-19,72130,Mobile money
PM-002414,O-00554,2026-03-18,42716,Bank deposit
PM-002415,O-00554,2026-03-23,38966,Bank deposit
PM-002416,O-00554,2026-04-09,30660,Mobile money
PM-002417,O-00554,2026-05-19,41790,Cash at site
PM-002418,O-00554,2026-07-17,35908,Mobile money
PM-002419,O-00554,2026-06-28,19969,Cash at site
PM-002420,O-00554,2026-07-15,27314,Cash at site
PM-002421,O-00555,2025-08-23,209265,Mobile money
PM-002422,O-00555,2025-09-10,179180,Bank deposit
PM-002423,O-00555,2025-10-06,382367,Cash at site
PM-002424,O-00555,2025-09-26,282228,Cash at site
PM-002425,O-00555,2025-10-13,188867,Cash at site
PM-002426,O-00555,2026-01-05,379170,Cash at site
PM-002427,O-00555,2026-01-28,182757,Cash at site
PM-002428,O-00556,2026-02-24,501634,Mobile money
PM-002429,O-00556,2026-03-16,341152,Cash at site
PM-002430,O-00556,2026-05-19,215460,Cash at site
PM-002431,O-00556,2026-06-01,531155,Mobile money
PM-002432,O-00556,2026-08-30,410641,Bank deposit
PM-002433,O-00556,2026-08-17,215882,Mobile money
PM-002434,O-00557,2025-04-19,580394,Mobile money
PM-002435,O-00557,2025-05-23,650625,Mobile money
PM-002436,O-00557,2025-10-30,1236889,Bank deposit
PM-002437,O-00558,2025-03-03,436382,Mobile money
PM-002438,O-00558,2025-04-14,454766,Bank deposit
PM-002439,O-00558,2025-05-12,320261,Mobile money
PM-002440,O-00558,2025-05-31,367698,Bank deposit
PM-002441,O-00558,2025-05-30,385696,Mobile money
PM-002442,O-00558,2025-06-21,511698,Mobile money
PM-002443,O-00559,2025-09-21,400714,Mobile money
PM-002444,O-00559,2025-09-26,292504,Bank deposit
PM-002445,O-00559,2025-12-23,244771,Cash at site
PM-002446,O-00559,2026-02-19,236234,Mobile money
PM-002447,O-00560,2026-06-19,467462,Cash at site
PM-002448,O-00560,2026-08-26,471617,Bank deposit
PM-002449,O-00561,2025-09-21,296755,Cash at site
PM-002450,O-00561,2026-01-28,333537,Mobile money
PM-002451,O-00562,2025-09-06,57809,Bank deposit
PM-002452,O-00562,2025-09-22,59679,Bank deposit
PM-002453,O-00562,2025-09-28,49187,Bank deposit
PM-002454,O-00562,2025-12-14,53014,Mobile money
PM-002455,O-00562,2026-01-16,29842,Mobile money
PM-002456,O-00562,2025-12-22,38409,Bank deposit
PM-002457,O-00562,2026-01-17,52349,Bank deposit
PM-002458,O-00563,2026-03-10,193223,Mobile money
PM-002459,O-00563,2026-04-04,128676,Cash at site
PM-002460,O-00563,2026-08-06,215391,Mobile money
PM-002461,O-00563,2026-10-06,169545,Cash at site
PM-002462,O-00564,2025-04-28,672302,Cash at site
PM-002463,O-00564,2025-05-27,850411,Bank deposit
PM-002464,O-00564,2025-08-03,462203,Mobile money
PM-002465,O-00565,2026-03-19,198886,Mobile money
PM-002466,O-00565,2026-04-20,122087,Mobile money
PM-002467,O-00565,2026-06-17,157630,Mobile money
PM-002468,O-00565,2026-09-05,98003,Mobile money
PM-002469,O-00566,2025-08-16,278031,Cash at site
PM-002470,O-00566,2025-09-28,369936,Mobile money
PM-002471,O-00566,2025-10-30,351120,Mobile money
PM-002472,O-00566,2025-10-29,247750,Mobile money
PM-002473,O-00566,2025-10-31,179203,Bank deposit
PM-002474,O-00566,2025-11-03,299890,Mobile money
PM-002475,O-00566,2026-03-17,181496,Mobile money
PM-002476,O-00567,2026-03-28,521387,Mobile money
PM-002477,O-00567,2026-05-28,491470,Mobile money
PM-002478,O-00567,2026-11-05,293331,Mobile money
PM-002479,O-00568,2025-07-30,403227,Mobile money
PM-002480,O-00568,2025-09-02,575445,Mobile money
PM-002481,O-00568,2025-11-13,317339,Bank deposit
PM-002482,O-00568,2025-10-31,612844,Mobile money
PM-002483,O-00568,2026-02-02,534022,Mobile money
PM-002484,O-00568,2025-11-14,299923,Mobile money
PM-002485,O-00569,2025-03-05,349762,Mobile money
PM-002486,O-00569,2025-04-15,363484,Mobile money
PM-002487,O-00569,2025-05-21,389455,Bank deposit
PM-002488,O-00569,2025-08-19,164127,Mobile money
PM-002489,O-00569,2025-10-13,340826,Mobile money
PM-002490,O-00570,2025-02-11,391271,Mobile money
PM-002491,O-00570,2025-03-28,435982,Mobile money
PM-002492,O-00570,2025-05-03,260099,Cash at site
PM-002493,O-00570,2025-06-29,214318,Mobile money
PM-002494,O-00570,2025-08-15,359819,Mobile money
PM-002495,O-00570,2025-08-14,364860,Mobile money
PM-002496,O-00570,2025-09-20,396455,Mobile money
PM-002497,O-00571,2026-03-21,213897,Mobile money
PM-002498,O-00571,2026-07-20,162422,Cash at site
PM-002499,O-00571,2026-10-06,157819,Mobile money
PM-002500,O-00572,2025-08-17,711260,Mobile money
PM-002501,O-00572,2025-09-17,337718,Bank deposit
PM-002502,O-00572,2025-10-12,622907,Cash at site
PM-002503,O-00572,2026-01-22,340730,Mobile money
PM-002504,O-00572,2026-03-12,584416,Cash at site
PM-002505,O-00573,2026-03-06,422562,Cash at site
PM-002506,O-00573,2026-04-23,577083,Cash at site
PM-002507,O-00573,2026-04-04,421676,Mobile money
PM-002508,O-00573,2026-07-06,525550,Mobile money
PM-002509,O-00573,2026-06-17,196756,Cash at site
PM-002510,O-00573,2026-07-04,414108,Mobile money
PM-002511,O-00574,2025-11-20,483762,Mobile money
PM-002512,O-00574,2026-01-13,342125,Mobile money
PM-002513,O-00575,2025-08-21,192575,Mobile money
PM-002514,O-00575,2025-09-24,286534,Mobile money
PM-002515,O-00575,2025-10-16,256158,Mobile money
PM-002516,O-00575,2025-12-16,307371,Mobile money
PM-002517,O-00575,2025-12-05,139729,Mobile money
PM-002518,O-00576,2026-03-05,169555,Bank deposit
PM-002519,O-00576,2026-03-28,177886,Cash at site
PM-002520,O-00576,2026-05-19,176828,Cash at site
PM-002521,O-00576,2026-05-21,164674,Cash at site
PM-002522,O-00576,2026-05-02,308551,Mobile money
PM-002523,O-00576,2026-09-23,214198,Mobile money
PM-002524,O-00576,2026-10-22,183835,Mobile money
PM-002525,O-00577,2025-09-06,465739,Mobile money
PM-002526,O-00577,2025-09-12,415603,Cash at site
PM-002527,O-00577,2025-10-24,509624,Bank deposit
PM-002528,O-00577,2025-10-27,491253,Mobile money
PM-002529,O-00577,2025-10-30,309720,Cash at site
PM-002530,O-00577,2026-01-30,320552,Mobile money
PM-002531,O-00578,2025-04-03,649001,Cash at site
PM-002532,O-00578,2025-05-18,835583,Bank deposit
PM-002533,O-00578,2025-06-23,431981,Mobile money
PM-002534,O-00579,2025-09-29,165008,Bank deposit
PM-002535,O-00579,2025-12-24,289584,Mobile money
PM-002536,O-00579,2026-02-22,128169,Bank deposit
PM-002537,O-00580,2026-02-23,141940,Cash at site
PM-002538,O-00580,2026-04-01,171012,Bank deposit
PM-002539,O-00580,2026-05-07,331757,Cash at site
PM-002540,O-00580,2026-06-09,192012,Bank deposit
PM-002541,O-00580,2026-07-27,356284,Mobile money
PM-002542,O-00580,2026-06-04,152341,Cash at site
PM-002543,O-00580,2026-08-06,273332,Mobile money
PM-002544,O-00581,2025-08-27,186859,Mobile money
PM-002545,O-00581,2025-09-24,182254,Mobile money
PM-002546,O-00581,2025-11-01,140804,Mobile money
PM-002547,O-00581,2025-11-04,227783,Mobile money
PM-002548,O-00581,2025-11-20,126149,Mobile money
PM-002549,O-00581,2025-11-05,184300,Mobile money
PM-002550,O-00581,2026-02-01,114120,Bank deposit
PM-002551,O-00582,2026-03-18,308582,Mobile money
PM-002552,O-00582,2026-03-15,242773,Cash at site
PM-002553,O-00582,2026-05-11,210641,Mobile money
PM-002554,O-00582,2026-06-05,436124,Mobile money
PM-002555,O-00582,2026-09-03,337378,Mobile money
PM-002556,O-00582,2026-09-18,236512,Bank deposit
PM-002557,O-00583,2026-02-16,214516,Mobile money
PM-002558,O-00583,2026-03-31,346828,Bank deposit
PM-002559,O-00583,2026-03-26,321816,Mobile money
PM-002560,O-00583,2026-06-28,583813,Cash at site
PM-002561,O-00583,2026-07-01,385302,Cash at site
PM-002562,O-00583,2026-07-27,286539,Mobile money
PM-002563,O-00584,2025-03-12,30822,Bank deposit
PM-002564,O-00584,2025-04-26,33712,Mobile money
PM-002565,O-00584,2025-06-03,26612,Mobile money
PM-002566,O-00584,2025-07-16,15779,Mobile money
PM-002567,O-00584,2025-07-30,32468,Bank deposit
PM-002568,O-00584,2025-08-07,28368,Mobile money
PM-002569,O-00585,2026-06-04,1154268,Cash at site
PM-002570,O-00585,2026-07-24,985710,Mobile money
PM-002571,O-00586,2025-03-29,226585,Mobile money
PM-002572,O-00586,2025-05-09,216802,Mobile money
PM-002573,O-00586,2025-06-24,173168,Bank deposit
PM-002574,O-00586,2025-07-25,164768,Mobile money
PM-002575,O-00586,2025-06-26,151909,Cash at site
PM-002576,O-00586,2025-09-14,172208,Mobile money
PM-002577,O-00587,2026-03-14,10757,Mobile money
PM-002578,O-00587,2026-04-10,10554,Mobile money
PM-002579,O-00587,2026-06-05,18063,Cash at site
PM-002580,O-00587,2026-07-03,15796,Mobile money
PM-002581,O-00587,2026-06-17,19674,Mobile money
PM-002582,O-00587,2026-10-01,13894,Cash at site
PM-002583,O-00588,2026-03-26,817613,Mobile money
PM-002584,O-00588,2026-05-23,549799,Cash at site
PM-002585,O-00588,2026-06-11,458258,Mobile money
PM-002586,O-00589,2025-09-06,462891,Mobile money
PM-002587,O-00589,2025-10-06,361375,Bank deposit
PM-002588,O-00589,2025-11-14,499285,Bank deposit
PM-002589,O-00589,2026-02-09,453157,Cash at site
PM-002590,O-00589,2025-12-09,314170,Mobile money
PM-002591,O-00590,2025-02-28,197588,Bank deposit
PM-002592,O-00590,2025-04-20,233643,Cash at site
PM-002593,O-00590,2025-04-27,265545,Mobile money
PM-002594,O-00590,2025-05-07,157057,Cash at site
PM-002595,O-00590,2025-09-17,390603,Cash at site
PM-002596,O-00590,2025-10-11,188520,Mobile money
PM-002597,O-00591,2025-03-27,198118,Mobile money
PM-002598,O-00591,2025-05-14,316237,Mobile money
PM-002599,O-00591,2025-05-29,386873,Bank deposit
PM-002600,O-00591,2025-09-12,290271,Mobile money
PM-002601,O-00592,2025-08-23,330093,Bank deposit
PM-002602,O-00592,2025-09-11,724250,Mobile money
PM-002603,O-00592,2025-11-03,667731,Cash at site
PM-002604,O-00592,2025-11-10,289724,Mobile money
PM-002605,O-00592,2026-01-13,332238,Cash at site
PM-002606,O-00592,2025-12-18,628831,Mobile money
PM-002607,O-00592,2026-01-29,496252,Mobile money
PM-002608,O-00593,2025-04-07,299816,Mobile money
PM-002609,O-00593,2025-06-02,253387,Mobile money
PM-002610,O-00593,2025-05-30,237384,Bank deposit
PM-002611,O-00593,2025-08-04,118735,Bank deposit
PM-002612,O-00594,2026-06-03,1891208,Mobile money
PM-002613,O-00594,2026-07-03,898947,Mobile money
PM-002614,O-00595,2025-08-01,403419,Mobile money
PM-002615,O-00595,2025-09-21,261274,Bank deposit
PM-002616,O-00595,2025-11-08,414141,Mobile money
PM-002617,O-00595,2025-12-18,343238,Cash at site
PM-002618,O-00595,2026-02-13,360631,Cash at site
PM-002619,O-00596,2026-02-18,617954,Mobile money
PM-002620,O-00596,2026-04-15,413147,Mobile money
PM-002621,O-00596,2026-04-12,524781,Bank deposit
PM-002622,O-00596,2026-06-06,396224,Mobile money
PM-002623,O-00596,2026-07-10,616662,Mobile money
PM-002624,O-00597,2025-02-13,383126,Bank deposit
PM-002625,O-00597,2025-04-11,242089,Bank deposit
PM-002626,O-00597,2025-04-28,330690,Cash at site
PM-002627,O-00597,2025-05-24,239122,Mobile money
PM-002628,O-00597,2025-07-27,243451,Cash at site
PM-002629,O-00598,2025-10-03,1380064,Mobile money
PM-002630,O-00598,2026-03-28,805674,Mobile money
PM-002631,O-00599,2026-06-02,806749,Bank deposit
PM-002632,O-00599,2026-09-24,841323,Cash at site
PM-002633,O-00600,2025-02-20,312299,Mobile money
PM-002634,O-00600,2025-03-31,523232,Cash at site
PM-002635,O-00600,2025-05-27,339204,Cash at site
PM-002636,O-00600,2025-09-08,423779,Bank deposit
PM-002637,O-00600,2025-10-16,319398,Cash at site
PM-002638,O-00601,2025-09-26,1140314,Mobile money
PM-002639,O-00601,2025-10-09,1144243,Mobile money
PM-002640,O-00601,2026-03-06,505335,Bank deposit
PM-002641,O-00602,2025-03-01,341467,Mobile money
PM-002642,O-00602,2025-04-11,396964,Mobile money
PM-002643,O-00602,2025-07-19,225048,Bank deposit
PM-002644,O-00602,2025-07-22,244383,Bank deposit
PM-002645,O-00603,2025-08-04,103725,Mobile money
PM-002646,O-00603,2025-08-16,181990,Bank deposit
PM-002647,O-00603,2025-09-05,94770,Cash at site
PM-002648,O-00603,2025-12-11,158721,Bank deposit
PM-002649,O-00603,2025-11-07,126841,Cash at site
PM-002650,O-00603,2025-12-27,150350,Mobile money
PM-002651,O-00603,2025-12-07,99119,Cash at site
PM-002652,O-00604,2025-03-20,239461,Mobile money
PM-002653,O-00604,2025-04-09,451240,Mobile money
PM-002654,O-00604,2025-05-09,381964,Cash at site
PM-002655,O-00604,2025-05-05,201910,Cash at site
PM-002656,O-00604,2025-05-22,240203,Bank deposit
PM-002657,O-00604,2025-07-14,525774,Mobile money
PM-002658,O-00604,2025-06-09,273148,Bank deposit
PM-002659,O-00605,2026-04-14,887556,Mobile money
PM-002660,O-00605,2026-10-12,1176324,Mobile money
PM-002661,O-00606,2025-06-05,537217,Cash at site
PM-002662,O-00606,2025-08-29,564535,Cash at site
PM-002663,O-00607,2025-08-26,424462,Mobile money
PM-002664,O-00607,2025-10-07,517986,Mobile money
PM-002665,O-00607,2025-11-13,473539,Mobile money
PM-002666,O-00607,2025-10-26,555892,Mobile money
PM-002667,O-00607,2026-01-10,775824,Cash at site
PM-002668,O-00608,2026-03-26,25324,Mobile money
PM-002669,O-00608,2026-05-07,19370,Mobile money
PM-002670,O-00608,2026-06-11,40628,Mobile money
PM-002671,O-00608,2026-05-13,22563,Mobile money
PM-002672,O-00608,2026-07-27,40176,Mobile money
PM-002673,O-00609,2025-02-26,565835,Mobile money
PM-002674,O-00609,2025-05-30,529341,Mobile money
PM-002675,O-00609,2025-05-10,527036,Mobile money
PM-002676,O-00609,2025-09-02,391579,Bank deposit
PM-002677,O-00610,2025-09-02,429956,Cash at site
PM-002678,O-00610,2025-09-23,504029,Bank deposit
PM-002679,O-00610,2025-09-25,385478,Cash at site
PM-002680,O-00610,2025-12-17,650560,Mobile money
PM-002681,O-00610,2026-01-21,951544,Cash at site
PM-002682,O-00610,2026-02-14,433561,Mobile money
PM-002683,O-00611,2025-03-19,363102,Cash at site
PM-002684,O-00611,2025-05-07,237152,Mobile money
PM-002685,O-00611,2025-06-03,522752,Cash at site
