order_id,farmer_id,season,order_date,deadline,principal_cents,service_fee_cents,total_due_cents
O-00995,F-00502,2025A,2025-01-22,2025-09-30,2485000,298200,2783200
O-00996,F-00503,2026A,2026-02-16,2026-09-30,3638000,436560,4074560
O-00997,F-00503,2025B,2025-07-19,2026-02-28,208000,24960,232960
O-00998,F-00503,2025A,2025-02-09,2025-09-30,1465000,175800,1640800
O-00999,F-00504,2026A,2026-02-03,2026-09-30,466000,55920,521920
O-01000,F-00504,2025B,2025-08-08,2026-02-28,965500,115860,1081360
O-01001,F-00504,2025A,2025-01-15,2025-09-30,1358000,162960,1520960
O-01002,F-00505,2025A,2025-02-11,2025-09-30,926500,111180,1037680
O-01003,F-00505,2025B,2025-07-15,2026-02-28,2134000,256080,2390080
O-01004,F-00505,2026A,2026-01-13,2026-09-30,2048000,245760,2293760
O-01005,F-00506,2026A,2026-02-18,2026-09-30,3122000,374640,3496640
O-01006,F-00507,2025B,2025-08-01,2026-02-28,995000,119400,1114400
O-01007,F-00507,2025A,2025-02-23,2025-09-30,436000,52320,488320
O-01008,F-00508,2025A,2025-02-06,2025-09-30,753500,90420,843920
O-01009,F-00509,2025A,2025-02-23,2025-09-30,1295500,155460,1450960
O-01010,F-00509,2025B,2025-07-29,2026-02-28,2484000,298080,2782080
O-01011,F-00510,2026A,2026-01-27,2026-09-30,2283000,273960,2556960
O-01012,F-00510,2025B,2025-08-08,2026-02-28,2363000,283560,2646560
O-01013,F-00510,2025A,2025-01-17,2025-09-30,1672500,200700,1873200
O-01014,F-00511,2025B,2025-08-05,2026-02-28,1787000,214440,2001440
O-01015,F-00511,2026A,2026-02-11,2026-09-30,2382000,285840,2667840
O-01016,F-00511,2025A,2025-01-28,2025-09-30,2232500,267900,2500400
O-01017,F-00512,2025B,2025-07-26,2026-02-28,915000,109800,1024800
O-01018,F-00512,2025A,2025-01-16,2025-09-30,1793000,215160,2008160
O-01019,F-00512,2026A,2026-01-18,2026-09-30,1359500,163140,1522640
O-01020,F-00513,2025B,2025-08-04,2026-02-28,250500,30060,280560
O-01021,F-00514,2025B,2025-07-28,2026-02-28,1538000,184560,1722560
O-01022,F-00515,2025B,2025-07-17,2026-02-28,1840000,220800,2060800
O-01023,F-00516,2025A,2025-02-11,2025-09-30,2188500,262620,2451120
O-01024,F-00516,2025B,2025-07-22,2026-02-28,861000,103320,964320
O-01025,F-00517,2025B,2025-07-11,2026-02-28,2688000,322560,3010560
O-01026,F-00517,2026A,2026-02-16,2026-09-30,1583000,189960,1772960
O-01027,F-00518,2025A,2025-01-29,2025-09-30,370000,44400,414400
O-01028,F-00518,2025B,2025-07-04,2026-02-28,937000,112440,1049440
O-01029,F-00518,2026A,2026-02-07,2026-09-30,1124000,134880,1258880
O-01030,F-00519,2025B,2025-07-27,2026-02-28,64000,7680,71680
O-01031,F-00520,2025B,2025-08-01,2026-02-28,1545500,185460,1730960
O-01032,F-00520,2025A,2025-02-06,2025-09-30,836500,100380,936880
O-01033,F-00520,2026A,2026-01-17,2026-09-30,170000,20400,190400
O-01034,F-00521,2026A,2026-02-07,2026-09-30,2155000,258600,2413600
O-01035,F-00521,2025B,2025-07-01,2026-02-28,2491000,298920,2789920
O-01036,F-00522,2025A,2025-02-20,2025-09-30,2060000,247200,2307200
O-01037,F-00523,2025A,2025-02-07,2025-09-30,197000,23640,220640
O-01038,F-00524,2025A,2025-01-23,2025-09-30,749500,89940,839440
O-01039,F-00524,2025B,2025-07-08,2026-02-28,528000,63360,591360
O-01040,F-00525,2025A,2025-01-23,2025-09-30,2937000,352440,3289440
O-01041,F-00525,2025B,2025-07-30,2026-02-28,876500,105180,981680
O-01042,F-00526,2025A,2025-02-08,2025-09-30,1072000,128640,1200640
O-01043,F-00526,2025B,2025-07-11,2026-02-28,4275000,513000,4788000
O-01044,F-00527,2025B,2025-08-06,2026-02-28,305000,36600,341600
O-01045,F-00527,2026A,2026-02-08,2026-09-30,510000,61200,571200
O-01046,F-00527,2025A,2025-02-17,2025-09-30,2007000,240840,2247840
O-01047,F-00528,2025A,2025-02-08,2025-09-30,2760000,331200,3091200
O-01048,F-00528,2025B,2025-08-05,2026-02-28,2379000,285480,2664480
O-01049,F-00528,2026A,2026-01-21,2026-09-30,2760000,331200,3091200
O-01050,F-00529,2025B,2025-07-07,2026-02-28,2426500,291180,2717680
O-01051,F-00529,2025A,2025-02-02,2025-09-30,1852000,222240,2074240
O-01052,F-00530,2026A,2026-01-17,2026-09-30,165500,19860,185360
O-01053,F-00530,2025B,2025-07-20,2026-02-28,730000,87600,817600
O-01054,F-00531,2026A,2026-02-17,2026-09-30,3262000,391440,3653440
O-01055,F-00531,2025B,2025-07-23,2026-02-28,1026000,123120,1149120
O-01056,F-00531,2025A,2025-01-16,2025-09-30,1870000,224400,2094400
O-01057,F-00532,2026A,2026-02-12,2026-09-30,621000,74520,695520
O-01058,F-00533,2026A,2026-01-21,2026-09-30,219000,26280,245280
O-01059,F-00533,2025B,2025-08-08,2026-02-28,2431000,291720,2722720
O-01060,F-00534,2026A,2026-02-18,2026-09-30,596000,71520,667520
O-01061,F-00534,2025A,2025-02-23,2025-09-30,1260000,151200,1411200
O-01062,F-00535,2025A,2025-02-24,2025-09-30,1499000,179880,1678880
O-01063,F-00535,2026A,2026-01-19,2026-09-30,494000,59280,553280
O-01064,F-00536,2026A,2026-02-09,2026-09-30,1254000,150480,1404480
O-01065,F-00536,2025A,2025-01-22,2025-09-30,2395000,287400,2682400
O-01066,F-00536,2025B,2025-07-08,2026-02-28,602000,72240,674240
O-01067,F-00537,2025A,2025-02-01,2025-09-30,1632000,195840,1827840
O-01068,F-00537,2025B,2025-07-19,2026-02-28,2039000,244680,2283680
O-01069,F-00537,2026A,2026-01-18,2026-09-30,2216000,265920,2481920
O-01070,F-00538,2025A,2025-01-19,2025-09-30,3055000,366600,3421600
O-01071,F-00538,2026A,2026-02-16,2026-09-30,834000,100080,934080
O-01072,F-00538,2025B,2025-07-05,2026-02-28,828000,99360,927360
O-01073,F-00539,2025A,2025-01-18,2025-09-30,1504500,180540,1685040
O-01074,F-00539,2025B,2025-08-03,2026-02-28,413000,49560,462560
O-01075,F-00539,2026A,2026-02-05,2026-09-30,2977000,357240,3334240
O-01076,F-00540,2025A,2025-02-06,2025-09-30,1602500,192300,1794800
O-01077,F-00541,2026A,2026-01-19,2026-09-30,1186000,142320,1328320
O-01078,F-00542,2025A,2025-01-21,2025-09-30,1306000,156720,1462720
O-01079,F-00543,2025A,2025-01-25,2025-09-30,845000,101400,946400
O-01080,F-00544,2025A,2025-02-18,2025-09-30,1650000,198000,1848000
O-01081,F-00544,2026A,2026-02-17,2026-09-30,1241000,148920,1389920
O-01082,F-00544,2025B,2025-08-06,2026-02-28,103500,12420,115920
O-01083,F-00545,2026A,2026-01-15,2026-09-30,2855000,342600,3197600
O-01084,F-00545,2025A,2025-02-02,2025-09-30,3864000,463680,4327680
O-01085,F-00545,2025B,2025-07-21,2026-02-28,516000,61920,577920
O-01086,F-00546,2025A,2025-02-20,2025-09-30,381000,45720,426720
O-01087,F-00546,2025B,2025-08-03,2026-02-28,3097000,371640,3468640
O-01088,F-00547,2025A,2025-01-16,2025-09-30,1583000,189960,1772960
O-01089,F-00547,2025B,2025-08-07,2026-02-28,1460000,175200,1635200
O-01090,F-00547,2026A,2026-01-18,2026-09-30,1747000,209640,1956640
O-01091,F-00548,2025A,2025-02-20,2025-09-30,136000,16320,152320
O-01092,F-00549,2025A,2025-02-04,2025-09-30,2280500,273660,2554160
O-01093,F-00549,2026A,2026-01-25,2026-09-30,971000,116520,1087520
O-01094,F-00549,2025B,2025-07-01,2026-02-28,431500,51780,483280
O-01095,F-00550,2026A,2026-02-19,2026-09-30,1550000,186000,1736000
O-01096,F-00550,2025B,2025-07-15,2026-02-28,2290000,274800,2564800
O-01097,F-00550,2025A,2025-01-22,2025-09-30,1474000,176880,1650880
O-01098,F-00551,2026A,2026-02-18,2026-09-30,2040000,244800,2284800
O-01099,F-00551,2025B,2025-07-02,2026-02-28,971500,116580,1088080
O-01100,F-00552,2026A,2026-02-21,2026-09-30,1202000,144240,1346240
O-01101,F-00553,2025A,2025-02-21,2025-09-30,293000,35160,328160
O-01102,F-00554,2025A,2025-02-20,2025-09-30,1368000,164160,1532160
O-01103,F-00555,2026A,2026-01-24,2026-09-30,2222000,266640,2488640
O-01104,F-00555,2025B,2025-07-14,2026-02-28,1407000,168840,1575840
O-01105,F-00555,2025A,2025-01-18,2025-09-30,3129500,375540,3505040
O-01106,F-00556,2025B,2025-07-18,2026-02-28,2461000,295320,2756320
O-01107,F-00556,2025A,2025-02-08,2025-09-30,2349000,281880,2630880
O-01108,F-00556,2026A,2026-01-14,2026-09-30,760500,91260,851760
O-01109,F-00557,2025A,2025-02-08,2025-09-30,2203000,264360,2467360
O-01110,F-00558,2026A,2026-02-15,2026-09-30,733000,87960,820960
O-01111,F-00558,2025A,2025-01-23,2025-09-30,1978000,237360,2215360
O-01112,F-00559,2026A,2026-01-12,2026-09-30,548000,65760,613760
O-01113,F-00559,2025B,2025-07-07,2026-02-28,1553000,186360,1739360
O-01114,F-00559,2025A,2025-02-03,2025-09-30,98000,11760,109760
O-01115,F-00560,2025B,2025-07-19,2026-02-28,1947000,233640,2180640
O-01116,F-00561,2025B,2025-08-06,2026-02-28,1381500,165780,1547280
O-01117,F-00561,2026A,2026-02-06,2026-09-30,487000,58440,545440
O-01118,F-00562,2026A,2026-01-21,2026-09-30,1244500,149340,1393840
O-01119,F-00562,2025B,2025-07-20,2026-02-28,4681000,561720,5242720
O-01120,F-00562,2025A,2025-02-05,2025-09-30,1591000,190920,1781920
O-01121,F-00563,2025B,2025-07-16,2026-02-28,1512500,181500,1694000
O-01122,F-00563,2026A,2026-02-16,2026-09-30,672500,80700,753200
O-01123,F-00563,2025A,2025-02-03,2025-09-30,861000,103320,964320
O-01124,F-00564,2025B,2025-07-31,2026-02-28,913000,109560,1022560
O-01125,F-00564,2025A,2025-01-16,2025-09-30,1975000,237000,2212000
O-01126,F-00565,2025A,2025-01-21,2025-09-30,2512000,301440,2813440
O-01127,F-00565,2025B,2025-08-06,2026-02-28,1835500,220260,2055760
O-01128,F-00566,2025B,2025-07-24,2026-02-28,1261500,151380,1412880
O-01129,F-00566,2026A,2026-02-05,2026-09-30,1436000,172320,1608320
O-01130,F-00567,2025A,2025-02-12,2025-09-30,1217000,146040,1363040
O-01131,F-00567,2026A,2026-02-09,2026-09-30,242000,29040,271040
O-01132,F-00568,2025B,2025-08-07,2026-02-28,2552000,306240,2858240
O-01133,F-00569,2025B,2025-07-02,2026-02-28,797000,95640,892640
O-01134,F-00569,2026A,2026-01-21,2026-09-30,2307500,276900,2584400
O-01135,F-00569,2025A,2025-01-21,2025-09-30,151000,18120,169120
O-01136,F-00570,2025A,2025-02-01,2025-09-30,1778000,213360,1991360
O-01137,F-00570,2026A,2026-02-02,2026-09-30,3670500,440460,4110960
O-01138,F-00571,2025A,2025-01-22,2025-09-30,2998000,359760,3357760
O-01139,F-00571,2025B,2025-07-07,2026-02-28,2770000,332400,3102400
O-01140,F-00571,2026A,2026-01-30,2026-09-30,1949000,233880,2182880
O-01141,F-00572,2025A,2025-01-25,2025-09-30,943000,113160,1056160
O-01142,F-00572,2026A,2026-01-28,2026-09-30,3142000,377040,3519040
O-01143,F-00572,2025B,2025-07-21,2026-02-28,971000,116520,1087520
O-01144,F-00573,2026A,2026-01-30,2026-09-30,761500,91380,852880
O-01145,F-00574,2025B,2025-08-04,2026-02-28,2529000,303480,2832480
O-01146,F-00575,2025B,2025-07-15,2026-02-28,1970000,236400,2206400
O-01147,F-00575,2026A,2026-02-07,2026-09-30,2151000,258120,2409120
O-01148,F-00575,2025A,2025-02-13,2025-09-30,1254000,150480,1404480
O-01149,F-00576,2025A,2025-01-28,2025-09-30,2304500,276540,2581040
O-01150,F-00577,2025A,2025-02-19,2025-09-30,572000,68640,640640
O-01151,F-00578,2025B,2025-07-22,2026-02-28,596000,71520,667520
O-01152,F-00578,2026A,2026-01-18,2026-09-30,4786500,574380,5360880
O-01153,F-00579,2026A,2026-02-12,2026-09-30,1756000,210720,1966720
O-01154,F-00580,2025B,2025-07-11,2026-02-28,1102000,132240,1234240
O-01155,F-00581,2025A,2025-02-13,2025-09-30,3174500,380940,3555440
O-01156,F-00582,2025B,2025-07-08,2026-02-28,2025000,243000,2268000
O-01157,F-00583,2026A,2026-02-14,2026-09-30,3101000,372120,3473120
O-01158,F-00583,2025B,2025-07-04,2026-02-28,2847000,341640,3188640
O-01159,F-00583,2025A,2025-02-01,2025-09-30,2798000,335760,3133760
O-01160,F-00584,2025A,2025-02-12,2025-09-30,1349000,161880,1510880
O-01161,F-00585,2025A,2025-02-12,2025-09-30,697000,83640,780640
O-01162,F-00586,2025B,2025-07-16,2026-02-28,2916000,349920,3265920
O-01163,F-00586,2026A,2026-01-18,2026-09-30,870000,104400,974400
O-01164,F-00586,2025A,2025-02-01,2025-09-30,2190000,262800,2452800
O-01165,F-00587,2026A,2026-02-07,2026-09-30,1152000,138240,1290240
O-01166,F-00587,2025A,2025-01-21,2025-09-30,1053000,126360,1179360
O-01167,F-00588,2025B,2025-07-15,2026-02-28,2391000,286920,2677920
O-01168,F-00589,2025A,2025-02-16,2025-09-30,3463000,415560,3878560
O-01169,F-00590,2025A,2025-02-12,2025-09-30,1465000,175800,1640800
O-01170,F-00590,2025B,2025-07-25,2026-02-28,839500,100740,940240
O-01171,F-00590,2026A,2026-02-12,2026-09-30,640000,76800,716800
O-01172,F-00591,2025B,2025-08-10,2026-02-28,1266000,151920,1417920
O-01173,F-00591,2026A,2026-01-24,2026-09-30,1726000,207120,1933120
O-01174,F-00591,2025A,2025-01-19,2025-09-30,828000,99360,927360
O-01175,F-00592,2025A,2025-01-24,2025-09-30,3460500,415260,3875760
O-01176,F-00592,2025B,2025-07-31,2026-02-28,1221000,146520,1367520
O-01177,F-00592,2026A,2026-01-14,2026-09-30,117000,14040,131040
O-01178,F-00593,2025B,2025-07-02,2026-02-28,2017500,242100,2259600
O-01179,F-00594,2026A,2026-02-18,2026-09-30,1459000,175080,1634080
O-01180,F-00595,2025B,2025-08-02,2026-02-28,409000,49080,458080
O-01181,F-00596,2025A,2025-01-30,2025-09-30,1238500,148620,1387120
O-01182,F-00596,2026A,2026-02-12,2026-09-30,2316500,277980,2594480
O-01183,F-00596,2025B,2025-07-13,2026-02-28,2762000,331440,3093440
O-01184,F-00597,2026A,2026-02-20,2026-09-30,1085000,130200,1215200
O-01185,F-00598,2026A,2026-02-11,2026-09-30,816000,97920,913920
O-01186,F-00598,2025B,2025-07-02,2026-02-28,231000,27720,258720
O-01187,F-00598,2025A,2025-02-21,2025-09-30,966000,115920,1081920
O-01188,F-00599,2025B,2025-07-20,2026-02-28,2763000,331560,3094560
O-01189,F-00600,2025B,2025-07-25,2026-02-28,641000,76920,717920
O-01190,F-00600,2026A,2026-01-13,2026-09-30,1407000,168840,1575840
O-01191,F-00600,2025A,2025-01-31,2025-09-30,560000,67200,627200
O-01192,F-00601,2026A,2026-02-05,2026-09-30,2208000,264960,2472960
O-01193,F-00602,2025A,2025-02-13,2025-09-30,1563000,187560,1750560
O-01194,F-00602,2025B,2025-07-22,2026-02-28,772500,92700,865200
O-01195,F-00603,2025A,2025-02-17,2025-09-30,1757000,210840,1967840
O-01196,F-00603,2025B,2025-07-09,2026-02-28,3349000,401880,3750880
O-01197,F-00604,2026A,2026-02-05,2026-09-30,1230000,147600,1377600
O-01198,F-00604,2025A,2025-02-12,2025-09-30,1147500,137700,1285200
O-01199,F-00605,2026A,2026-01-21,2026-09-30,1772000,212640,1984640
O-01200,F-00606,2025A,2025-01-19,2025-09-30,3091000,370920,3461920
O-01201,F-00606,2026A,2026-01-27,2026-09-30,863000,103560,966560
O-01202,F-00606,2025B,2025-07-07,2026-02-28,849000,101880,950880
O-01203,F-00607,2025A,2025-02-15,2025-09-30,2485000,298200,2783200
O-01204,F-00607,2025B,2025-07-24,2026-02-28,686500,82380,768880
O-01205,F-00607,2026A,2026-01-22,2026-09-30,328500,39420,367920
O-01206,F-00608,2025B,2025-07-28,2026-02-28,658000,78960,736960
O-01207,F-00608,2025A,2025-02-06,2025-09-30,569500,68340,637840
O-01208,F-00609,2026A,2026-01-18,2026-09-30,1079000,129480,1208480
O-01209,F-00610,2026A,2026-02-21,2026-09-30,187500,22500,210000
O-01210,F-00610,2025B,2025-08-04,2026-02-28,2462000,295440,2757440
O-01211,F-00610,2025A,2025-02-13,2025-09-30,1248000,149760,1397760
O-01212,F-00611,2026A,2026-01-25,2026-09-30,2701500,324180,3025680
O-01213,F-00612,2026A,2026-02-08,2026-09-30,1080000,129600,1209600
O-01214,F-00613,2025B,2025-08-02,2026-02-28,906000,108720,1014720
O-01215,F-00614,2026A,2026-02-19,2026-09-30,1675000,201000,1876000
O-01216,F-00615,2025A,2025-01-17,2025-09-30,1190000,142800,1332800
O-01217,F-00616,2025B,2025-07-12,2026-02-28,711000,85320,796320
O-01218,F-00616,2026A,2026-01-24,2026-09-30,2273000,272760,2545760
O-01219,F-00617,2026A,2026-01-23,2026-09-30,2157000,258840,2415840
O-01220,F-00617,2025A,2025-02-04,2025-09-30,255000,30600,285600
O-01221,F-00618,2026A,2026-02-21,2026-09-30,1882000,225840,2107840
O-01222,F-00618,2025A,2025-01-31,2025-09-30,1569000,188280,1757280
O-01223,F-00619,2025A,2025-02-03,2025-09-30,948000,113760,1061760
O-01224,F-00619,2026A,2026-01-23,2026-09-30,2385500,286260,2671760
O-01225,F-00620,2025A,2025-02-20,2025-09-30,4556000,546720,5102720
O-01226,F-00620,2025B,2025-07-04,2026-02-28,623000,74760,697760
O-01227,F-00621,2026A,2026-02-09,2026-09-30,2328000,279360,2607360
O-01228,F-00621,2025B,2025-07-29,2026-02-28,2381000,285720,2666720
O-01229,F-00621,2025A,2025-02-14,2025-09-30,803000,96360,899360
O-01230,F-00622,2026A,2026-01-21,2026-09-30,4090000,490800,4580800
O-01231,F-00623,2025A,2025-02-03,2025-09-30,2455000,294600,2749600
O-01232,F-00624,2025B,2025-08-08,2026-02-28,1460000,175200,1635200
O-01233,F-00624,2026A,2026-01-17,2026-09-30,702500,84300,786800
O-01234,F-00624,2025A,2025-02-19,2025-09-30,489000,58680,547680
O-01235,F-00625,2025B,2025-08-07,2026-02-28,1037000,124440,1161440
O-01236,F-00626,2026A,2026-02-05,2026-09-30,1544000,185280,1729280
O-01237,F-00626,2025A,2025-01-31,2025-09-30,1661000,199320,1860320
O-01238,F-00626,2025B,2025-07-22,2026-02-28,564500,67740,632240
O-01239,F-00627,2026A,2026-02-16,2026-09-30,1403000,168360,1571360
O-01240,F-00627,2025B,2025-08-08,2026-02-28,1485000,178200,1663200
O-01241,F-00627,2025A,2025-02-16,2025-09-30,973000,116760,1089760
O-01242,F-00628,2025A,2025-01-20,2025-09-30,1591000,190920,1781920
O-01243,F-00629,2025B,2025-07-13,2026-02-28,1115500,133860,1249360
O-01244,F-00630,2025B,2025-07-17,2026-02-28,566000,67920,633920
O-01245,F-00630,2025A,2025-02-22,2025-09-30,2756500,330780,3087280
O-01246,F-00630,2026A,2026-01-25,2026-09-30,1846000,221520,2067520
O-01247,F-00631,2025B,2025-07-22,2026-02-28,3182000,381840,3563840
O-01248,F-00631,2025A,2025-02-24,2025-09-30,1572000,188640,1760640
O-01249,F-00631,2026A,2026-02-10,2026-09-30,1873500,224820,2098320
O-01250,F-00632,2026A,2026-01-16,2026-09-30,1863000,223560,2086560
O-01251,F-00632,2025B,2025-07-19,2026-02-28,617000,74040,691040
O-01252,F-00632,2025A,2025-02-01,2025-09-30,1885000,226200,2111200
O-01253,F-00633,2026A,2026-01-21,2026-09-30,1880000,225600,2105600
O-01254,F-00633,2025B,2025-07-10,2026-02-28,684000,82080,766080
O-01255,F-00633,2025A,2025-02-11,2025-09-30,1188500,142620,1331120
O-01256,F-00634,2025A,2025-02-17,2025-09-30,715000,85800,800800
O-01257,F-00634,2025B,2025-07-08,2026-02-28,2010000,241200,2251200
O-01258,F-00634,2026A,2026-01-13,2026-09-30,1107000,132840,1239840
O-01259,F-00635,2025B,2025-07-11,2026-02-28,2121500,254580,2376080
O-01260,F-00636,2026A,2026-02-12,2026-09-30,1285000,154200,1439200
O-01261,F-00637,2025A,2025-01-23,2025-09-30,415000,49800,464800
O-01262,F-00637,2025B,2025-07-14,2026-02-28,1924000,230880,2154880
O-01263,F-00638,2025B,2025-07-07,2026-02-28,844000,101280,945280
O-01264,F-00638,2026A,2026-02-14,2026-09-30,2120000,254400,2374400
O-01265,F-00638,2025A,2025-01-24,2025-09-30,3872000,464640,4336640
O-01266,F-00639,2025B,2025-07-09,2026-02-28,1935000,232200,2167200
O-01267,F-00640,2026A,2026-02-02,2026-09-30,1186000,142320,1328320
O-01268,F-00640,2025A,2025-02-02,2025-09-30,3109000,373080,3482080
O-01269,F-00641,2026A,2026-01-30,2026-09-30,2381500,285780,2667280
O-01270,F-00642,2025A,2025-02-04,2025-09-30,738000,88560,826560
O-01271,F-00642,2026A,2026-02-17,2026-09-30,1596000,191520,1787520
O-01272,F-00642,2025B,2025-07-05,2026-02-28,1087500,130500,1218000
O-01273,F-00643,2025A,2025-01-29,2025-09-30,1368000,164160,1532160
O-01274,F-00644,2025A,2025-01-27,2025-09-30,1509000,181080,1690080
O-01275,F-00644,2026A,2026-01-21,2026-09-30,867000,104040,971040
O-01276,F-00644,2025B,2025-07-02,2026-02-28,169000,20280,189280
O-01277,F-00645,2025B,2025-08-09,2026-02-28,3277500,393300,3670800
O-01278,F-00645,2026A,2026-01-25,2026-09-30,1134500,136140,1270640
O-01279,F-00646,2025B,2025-08-01,2026-02-28,1062000,127440,1189440
O-01280,F-00646,2026A,2026-02-10,2026-09-30,1932000,231840,2163840
O-01281,F-00647,2026A,2026-01-22,2026-09-30,2561000,307320,2868320
O-01282,F-00647,2025A,2025-01-16,2025-09-30,369000,44280,413280
O-01283,F-00647,2025B,2025-07-19,2026-02-28,747500,89700,837200
O-01284,F-00648,2026A,2026-02-01,2026-09-30,1983000,237960,2220960
O-01285,F-00649,2026A,2026-02-08,2026-09-30,1980000,237600,2217600
O-01286,F-00649,2025A,2025-02-23,2025-09-30,287000,34440,321440
O-01287,F-00650,2025B,2025-07-07,2026-02-28,1886500,226380,2112880
O-01288,F-00650,2026A,2026-02-02,2026-09-30,2679000,321480,3000480
O-01289,F-00651,2025B,2025-08-09,2026-02-28,1689000,202680,1891680
O-01290,F-00651,2026A,2026-01-30,2026-09-30,1416000,169920,1585920
O-01291,F-00651,2025A,2025-01-16,2025-09-30,631500,75780,707280
O-01292,F-00652,2026A,2026-02-21,2026-09-30,782000,93840,875840
O-01293,F-00652,2025A,2025-02-13,2025-09-30,1468000,176160,1644160
O-01294,F-00653,2026A,2026-01-13,2026-09-30,689000,82680,771680
O-01295,F-00653,2025B,2025-07-23,2026-02-28,259500,31140,290640
O-01296,F-00653,2025A,2025-02-13,2025-09-30,294000,35280,329280
O-01297,F-00654,2025A,2025-02-01,2025-09-30,940000,112800,1052800
O-01298,F-00654,2026A,2026-02-20,2026-09-30,2516500,301980,2818480
O-01299,F-00655,2025A,2025-02-01,2025-09-30,2330000,279600,2609600
O-01300,F-00655,2026A,2026-02-11,2026-09-30,118000,14160,132160
O-01301,F-00655,2025B,2025-07-09,2026-02-28,356000,42720,398720
O-01302,F-00656,2026A,2026-02-08,2026-09-30,1054000,126480,1180480
O-01303,F-00656,2025B,2025-07-24,2026-02-28,694500,83340,777840
O-01304,F-00656,2025A,2025-01-27,2025-09-30,352000,42240,394240
O-01305,F-00657,2025B,2025-07-22,2026-02-28,1492000,179040,1671040
O-01306,F-00658,2026A,2026-01-14,2026-09-30,686000,82320,768320
O-01307,F-00658,2025B,2025-07-01,2026-02-28,1840000,220800,2060800
O-01308,F-00658,2025A,2025-02-06,2025-09-30,103500,12420,115920
O-01309,F-00659,2026A,2026-02-01,2026-09-30,1805500,216660,2022160
O-01310,F-00659,2025B,2025-07-13,2026-02-28,2483500,298020,2781520
O-01311,F-00659,2025A,2025-01-27,2025-09-30,2120000,254400,2374400
O-01312,F-00660,2025B,2025-07-23,2026-02-28,2247000,269640,2516640
O-01313,F-00660,2025A,2025-02-19,2025-09-30,1715500,205860,1921360
O-01314,F-00661,2025A,2025-02-05,2025-09-30,2919000,350280,3269280
O-01315,F-00661,2025B,2025-07-26,2026-02-28,1243000,149160,1392160
O-01316,F-00661,2026A,2026-01-20,2026-09-30,377000,45240,422240
O-01317,F-00662,2026A,2026-01-31,2026-09-30,588000,70560,658560
O-01318,F-00662,2025B,2025-08-04,2026-02-28,1148500,137820,1286320
O-01319,F-00663,2025B,2025-07-12,2026-02-28,1156000,138720,1294720
O-01320,F-00663,2026A,2026-02-21,2026-09-30,551000,66120,617120
O-01321,F-00664,2026A,2026-02-21,2026-09-30,2615000,313800,2928800
O-01322,F-00665,2026A,2026-01-14,2026-09-30,1201500,144180,1345680
O-01323,F-00665,2025B,2025-07-27,2026-02-28,136000,16320,152320
O-01324,F-00665,2025A,2025-01-30,2025-09-30,1381000,165720,1546720
O-01325,F-00666,2026A,2026-02-04,2026-09-30,3136000,376320,3512320
O-01326,F-00666,2025A,2025-02-16,2025-09-30,1729000,207480,1936480
O-01327,F-00666,2025B,2025-07-29,2026-02-28,1027000,123240,1150240
O-01328,F-00667,2026A,2026-02-21,2026-09-30,693500,83220,776720
O-01329,F-00667,2025A,2025-02-08,2025-09-30,152000,18240,170240
O-01330,F-00668,2025B,2025-08-04,2026-02-28,2810000,337200,3147200
O-01331,F-00668,2025A,2025-01-15,2025-09-30,571000,68520,639520
O-01332,F-00669,2025A,2025-02-13,2025-09-30,996000,119520,1115520
O-01333,F-00669,2026A,2026-02-16,2026-09-30,867000,104040,971040
O-01334,F-00670,2025A,2025-02-08,2025-09-30,2304000,276480,2580480
O-01335,F-00670,2026A,2026-02-11,2026-09-30,706000,84720,790720
O-01336,F-00671,2025A,2025-02-01,2025-09-30,350500,42060,392560
O-01337,F-00671,2025B,2025-07-13,2026-02-28,955000,114600,1069600
O-01338,F-00671,2026A,2026-02-14,2026-09-30,3270000,392400,3662400
O-01339,F-00672,2025A,2025-01-30,2025-09-30,192000,23040,215040
O-01340,F-00672,2026A,2026-02-20,2026-09-30,2922000,350640,3272640
O-01341,F-00673,2025A,2025-02-23,2025-09-30,131500,15780,147280
O-01342,F-00673,2026A,2026-02-01,2026-09-30,1642000,197040,1839040
O-01343,F-00673,2025B,2025-07-05,2026-02-28,1320000,158400,1478400
O-01344,F-00674,2025B,2025-08-02,2026-02-28,2642000,317040,2959040
O-01345,F-00674,2025A,2025-01-28,2025-09-30,1607500,192900,1800400
O-01346,F-00674,2026A,2026-01-15,2026-09-30,1653000,198360,1851360
O-01347,F-00675,2025B,2025-07-28,2026-02-28,1152000,138240,1290240
O-01348,F-00676,2025A,2025-02-07,2025-09-30,1571500,188580,1760080
O-01349,F-00676,2025B,2025-07-31,2026-02-28,782000,93840,875840
O-01350,F-00677,2025B,2025-07-28,2026-02-28,1250500,150060,1400560
O-01351,F-00677,2025A,2025-01-15,2025-09-30,1174000,140880,1314880
O-01352,F-00678,2025B,2025-08-10,2026-02-28,582000,69840,651840
O-01353,F-00679,2025B,2025-07-23,2026-02-28,1583000,189960,1772960
O-01354,F-00679,2025A,2025-01-24,2025-09-30,3019000,362280,3381280
O-01355,F-00680,2026A,2026-02-14,2026-09-30,975500,117060,1092560
O-01356,F-00681,2026A,2026-02-05,2026-09-30,722500,86700,809200
O-01357,F-00682,2026A,2026-02-07,2026-09-30,3087500,370500,3458000
O-01358,F-00682,2025B,2025-07-06,2026-02-28,1055000,126600,1181600
