order_item_id,order_id,product_id,quantity,unit_price_cents,line_total_cents
I-005029,O-01422,P-08,2,36000,72000
I-005030,O-01423,P-04,3,625000,1875000
I-005031,O-01423,P-03,1,62000,62000
I-005032,O-01423,P-05,3,520000,1560000
I-005033,O-01423,P-06,1,341000,341000
I-005034,O-01424,P-10,1,28000,28000
I-005035,O-01424,P-08,3,36000,108000
I-005036,O-01424,P-01,2,45000,90000
I-005037,O-01424,P-02,1,210000,210000
I-005038,O-01424,P-04,2,625000,1250000
I-005039,O-01425,P-01,3,45000,135000
I-005040,O-01425,P-10,2,28000,56000
I-005041,O-01425,P-04,2,625000,1250000
I-005042,O-01426,P-01,3,45000,135000
I-005043,O-01426,P-02,3,210000,630000
I-005044,O-01426,P-10,1,28000,28000
I-005045,O-01426,P-06,2,341000,682000
I-005046,O-01426,P-04,1,625000,625000
I-005047,O-01427,P-07,2,280000,560000
I-005048,O-01427,P-03,2,62000,124000
I-005049,O-01428,P-08,3,36000,108000
I-005050,O-01428,P-06,3,341000,1023000
I-005051,O-01428,P-07,1,280000,280000
I-005052,O-01429,P-03,2,62000,124000
I-005053,O-01429,P-08,1,36000,36000
I-005054,O-01429,P-06,2,341000,682000
I-005055,O-01429,P-09,1,47500,47500
I-005056,O-01430,P-05,1,520000,520000
I-005057,O-01430,P-07,3,280000,840000
I-005058,O-01430,P-03,2,62000,124000
I-005059,O-01430,P-01,1,45000,45000
I-005060,O-01430,P-06,1,341000,341000
I-005061,O-01431,P-10,2,28000,56000
I-005062,O-01431,P-07,2,280000,560000
I-005063,O-01431,P-08,1,36000,36000
I-005064,O-01431,P-03,1,62000,62000
I-005065,O-01431,P-04,3,625000,1875000
I-005066,O-01432,P-02,1,210000,210000
I-005067,O-01432,P-07,3,280000,840000
I-005068,O-01432,P-08,3,36000,108000
I-005069,O-01433,P-07,2,280000,560000
I-005070,O-01433,P-10,1,28000,28000
I-005071,O-01433,P-02,2,210000,420000
I-005072,O-01434,P-10,3,28000,84000
I-005073,O-01434,P-07,1,280000,280000
I-005074,O-01434,P-09,2,47500,95000
I-005075,O-01435,P-08,1,36000,36000
I-005076,O-01435,P-07,1,280000,280000
I-005077,O-01435,P-05,1,520000,520000
I-005078,O-01435,P-03,1,62000,62000
I-005079,O-01436,P-02,3,210000,630000
I-005080,O-01436,P-07,3,280000,840000
I-005081,O-01437,P-02,2,210000,420000
I-005082,O-01437,P-06,1,341000,341000
I-005083,O-01437,P-05,3,520000,1560000
I-005084,O-01437,P-08,1,36000,36000
I-005085,O-01438,P-09,3,47500,142500
I-005086,O-01438,P-02,2,210000,420000
I-005087,O-01439,P-09,2,47500,95000
I-005088,O-01439,P-08,1,36000,36000
I-005089,O-01439,P-03,1,62000,62000
I-005090,O-01439,P-05,2,520000,1040000
I-005091,O-01439,P-06,2,341000,682000
I-005092,O-01440,P-03,2,62000,124000
I-005093,O-01440,P-05,2,520000,1040000
I-005094,O-01441,P-08,3,36000,108000
I-005095,O-01441,P-06,2,341000,682000
I-005096,O-01441,P-10,2,28000,56000
I-005097,O-01441,P-04,1,625000,625000
I-005098,O-01442,P-07,1,280000,280000
I-005099,O-01442,P-10,3,28000,84000
I-005100,O-01443,P-07,3,280000,840000
I-005101,O-01443,P-06,2,341000,682000
I-005102,O-01443,P-08,1,36000,36000
I-005103,O-01444,P-06,1,341000,341000
I-005104,O-01444,P-05,2,520000,1040000
I-005105,O-01445,P-06,1,341000,341000
I-005106,O-01445,P-02,2,210000,420000
I-005107,O-01445,P-07,3,280000,840000
I-005108,O-01445,P-05,2,520000,1040000
I-005109,O-01446,P-05,3,520000,1560000
I-005110,O-01446,P-09,2,47500,95000
I-005111,O-01446,P-06,1,341000,341000
I-005112,O-01447,P-07,2,280000,560000
I-005113,O-01447,P-10,3,28000,84000
I-005114,O-01447,P-08,2,36000,72000
I-005115,O-01448,P-09,2,47500,95000
I-005116,O-01448,P-05,2,520000,1040000
I-005117,O-01449,P-10,1,28000,28000
I-005118,O-01449,P-07,2,280000,560000
I-005119,O-01450,P-10,2,28000,56000
I-005120,O-01450,P-05,1,520000,520000
I-005121,O-01450,P-01,1,45000,45000
I-005122,O-01450,P-03,1,62000,62000
I-005123,O-01451,P-07,1,280000,280000
I-005124,O-01451,P-09,3,47500,142500
I-005125,O-01451,P-05,3,520000,1560000
I-005126,O-01451,P-06,2,341000,682000
I-005127,O-01452,P-06,3,341000,1023000
I-005128,O-01452,P-05,1,520000,520000
I-005129,O-01452,P-04,3,625000,1875000
I-005130,O-01452,P-08,2,36000,72000
I-005131,O-01453,P-05,1,520000,520000
I-005132,O-01453,P-08,3,36000,108000
I-005133,O-01453,P-04,2,625000,1250000
I-005134,O-01453,P-09,2,47500,95000
I-005135,O-01454,P-07,1,280000,280000
I-005136,O-01454,P-05,3,520000,1560000
I-005137,O-01454,P-09,2,47500,95000
I-005138,O-01454,P-03,2,62000,124000
I-005139,O-01455,P-07,3,280000,840000
I-005140,O-01455,P-02,2,210000,420000
I-005141,O-01455,P-09,1,47500,47500
I-005142,O-01456,P-02,1,210000,210000
I-005143,O-01456,P-06,3,341000,1023000
I-005144,O-01456,P-10,3,28000,84000
I-005145,O-01456,P-05,2,520000,1040000
I-005146,O-01456,P-03,1,62000,62000
I-005147,O-01457,P-03,1,62000,62000
I-005148,O-01457,P-02,1,210000,210000
I-005149,O-01457,P-09,1,47500,47500
I-005150,O-01458,P-05,2,520000,1040000
I-005151,O-01458,P-09,2,47500,95000
I-005152,O-01458,P-10,3,28000,84000
I-005153,O-01458,P-04,3,625000,1875000
I-005154,O-01459,P-02,1,210000,210000
I-005155,O-01459,P-04,3,625000,1875000
I-005156,O-01459,P-03,1,62000,62000
I-005157,O-01459,P-08,1,36000,36000
I-005158,O-01459,P-01,2,45000,90000
I-005159,O-01460,P-04,1,625000,625000
I-005160,O-01460,P-08,1,36000,36000
I-005161,O-01460,P-07,1,280000,280000
I-005162,O-01460,P-09,1,47500,47500
I-005163,O-01461,P-08,1,36000,36000
I-005164,O-01461,P-06,3,341000,1023000
I-005165,O-01462,P-01,1,45000,45000
I-005166,O-01462,P-07,2,280000,560000
I-005167,O-01462,P-06,2,341000,682000
I-005168,O-01462,P-10,3,28000,84000
I-005169,O-01463,P-03,1,62000,62000
I-005170,O-01463,P-02,3,210000,630000
I-005171,O-01464,P-04,2,625000,1250000
I-005172,O-01464,P-06,2,341000,682000
I-005173,O-01464,P-01,3,45000,135000
I-005174,O-01464,P-02,1,210000,210000
I-005175,O-01464,P-08,2,36000,72000
I-005176,O-01465,P-09,2,47500,95000
I-005177,O-01465,P-08,3,36000,108000
I-005178,O-01465,P-01,2,45000,90000
I-005179,O-01465,P-10,1,28000,28000
I-005180,O-01466,P-08,3,36000,108000
I-005181,O-01466,P-07,1,280000,280000
I-005182,O-01467,P-05,3,520000,1560000
I-005183,O-01467,P-08,3,36000,108000
I-005184,O-01468,P-09,2,47500,95000
I-005185,O-01468,P-08,3,36000,108000
I-005186,O-01469,P-10,2,28000,56000
I-005187,O-01469,P-08,3,36000,108000
I-005188,O-01469,P-07,3,280000,840000
I-005189,O-01470,P-09,1,47500,47500
I-005190,O-01470,P-08,3,36000,108000
I-005191,O-01470,P-07,3,280000,840000
I-005192,O-01470,P-04,3,625000,1875000
I-005193,O-01470,P-05,1,520000,520000
I-005194,O-01471,P-06,3,341000,1023000
I-005195,O-01471,P-03,3,62000,186000
I-005196,O-01471,P-04,3,625000,1875000
I-005197,O-01471,P-07,1,280000,280000
I-005198,O-01472,P-02,2,210000,420000
I-005199,O-01472,P-06,3,341000,1023000
I-005200,O-01472,P-05,3,520000,1560000
I-005201,O-01472,P-01,1,45000,45000
I-005202,O-01473,P-10,1,28000,28000
I-005203,O-01473,P-09,1,47500,47500
I-005204,O-01474,P-07,3,280000,840000
I-005205,O-01474,P-09,3,47500,142500
I-005206,O-01474,P-06,3,341000,1023000
I-005207,O-01474,P-05,3,520000,1560000
I-005208,O-01474,P-04,1,625000,625000
I-005209,O-01475,P-01,3,45000,135000
I-005210,O-01475,P-06,1,341000,341000
I-005211,O-01476,P-10,2,28000,56000
I-005212,O-01476,P-05,1,520000,520000
I-005213,O-01476,P-08,3,36000,108000
I-005214,O-01476,P-07,1,280000,280000
I-005215,O-01476,P-06,1,341000,341000
I-005216,O-01477,P-09,2,47500,95000
I-005217,O-01477,P-10,2,28000,56000
I-005218,O-01477,P-05,3,520000,1560000
I-005219,O-01477,P-03,2,62000,124000
I-005220,O-01477,P-01,3,45000,135000
I-005221,O-01478,P-05,2,520000,1040000
I-005222,O-01478,P-09,1,47500,47500
I-005223,O-01478,P-04,2,625000,1250000
I-005224,O-01479,P-06,2,341000,682000
I-005225,O-01479,P-07,2,280000,560000
I-005226,O-01479,P-02,2,210000,420000
I-005227,O-01480,P-03,3,62000,186000
I-005228,O-01480,P-08,1,36000,36000
I-005229,O-01480,P-09,2,47500,95000
I-005230,O-01480,P-04,3,625000,1875000
I-005231,O-01481,P-07,2,280000,560000
I-005232,O-01481,P-04,2,625000,1250000
I-005233,O-01482,P-06,1,341000,341000
I-005234,O-01482,P-04,3,625000,1875000
I-005235,O-01482,P-09,3,47500,142500
I-005236,O-01482,P-07,1,280000,280000
I-005237,O-01482,P-01,1,45000,45000
I-005238,O-01483,P-05,3,520000,1560000
I-005239,O-01483,P-09,1,47500,47500
I-005240,O-01483,P-07,1,280000,280000
I-005241,O-01484,P-07,3,280000,840000
I-005242,O-01484,P-10,2,28000,56000
I-005243,O-01484,P-03,1,62000,62000
I-005244,O-01484,P-01,1,45000,45000
I-005245,O-01484,P-09,2,47500,95000
I-005246,O-01485,P-01,3,45000,135000
I-005247,O-01485,P-09,2,47500,95000
I-005248,O-01485,P-02,2,210000,420000
I-005249,O-01485,P-06,2,341000,682000
I-005250,O-01486,P-08,1,36000,36000
I-005251,O-01486,P-10,2,28000,56000
I-005252,O-01486,P-09,1,47500,47500
I-005253,O-01487,P-03,2,62000,124000
I-005254,O-01487,P-04,1,625000,625000
I-005255,O-01488,P-06,3,341000,1023000
I-005256,O-01488,P-05,3,520000,1560000
I-005257,O-01488,P-08,3,36000,108000
I-005258,O-01489,P-08,3,36000,108000
I-005259,O-01489,P-06,3,341000,1023000
I-005260,O-01489,P-01,3,45000,135000
I-005261,O-01489,P-02,2,210000,420000
I-005262,O-01490,P-09,1,47500,47500
I-005263,O-01490,P-02,3,210000,630000
I-005264,O-01490,P-07,1,280000,280000
I-005265,O-01490,P-08,1,36000,36000
I-005266,O-01491,P-09,1,47500,47500
I-005267,O-01491,P-05,1,520000,520000
I-005268,O-01492,P-09,3,47500,142500
I-005269,O-01492,P-06,3,341000,1023000
I-005270,O-01492,P-04,2,625000,1250000
I-005271,O-01493,P-09,3,47500,142500
I-005272,O-01493,P-10,3,28000,84000
I-005273,O-01494,P-03,3,62000,186000
I-005274,O-01494,P-05,1,520000,520000
I-005275,O-01495,P-06,1,341000,341000
I-005276,O-01495,P-07,3,280000,840000
I-005277,O-01495,P-01,2,45000,90000
I-005278,O-01496,P-07,3,280000,840000
I-005279,O-01496,P-09,3,47500,142500
I-005280,O-01496,P-01,2,45000,90000
I-005281,O-01496,P-04,2,625000,1250000
I-005282,O-01497,P-07,3,280000,840000
I-005283,O-01497,P-08,3,36000,108000
I-005284,O-01497,P-09,2,47500,95000
I-005285,O-01497,P-05,2,520000,1040000
I-005286,O-01497,P-04,3,625000,1875000
I-005287,O-01498,P-07,3,280000,840000
I-005288,O-01498,P-06,2,341000,682000
I-005289,O-01498,P-02,2,210000,420000
I-005290,O-01498,P-09,3,47500,142500
I-005291,O-01499,P-08,2,36000,72000
I-005292,O-01499,P-05,2,520000,1040000
I-005293,O-01499,P-09,1,47500,47500
I-005294,O-01499,P-04,1,625000,625000
I-005295,O-01500,P-09,2,47500,95000
I-005296,O-01500,P-02,2,210000,420000
I-005297,O-01500,P-06,1,341000,341000
I-005298,O-01501,P-09,2,47500,95000
I-005299,O-01501,P-02,1,210000,210000
I-005300,O-01502,P-06,1,341000,341000
I-005301,O-01502,P-10,2,28000,56000
I-005302,O-01502,P-09,3,47500,142500
I-005303,O-01502,P-08,1,36000,36000
I-005304,O-01502,P-04,3,625000,1875000
I-005305,O-01503,P-03,1,62000,62000
I-005306,O-01503,P-10,3,28000,84000
I-005307,O-01504,P-09,3,47500,142500
I-005308,O-01504,P-10,3,28000,84000
I-005309,O-01504,P-03,3,62000,186000
I-005310,O-01504,P-08,2,36000,72000
I-005311,O-01504,P-06,2,341000,682000
I-005312,O-01505,P-07,3,280000,840000
I-005313,O-01505,P-01,3,45000,135000
I-005314,O-01505,P-02,3,210000,630000
I-005315,O-01505,P-03,3,62000,186000
I-005316,O-01506,P-04,2,625000,1250000
I-005317,O-01506,P-07,1,280000,280000
I-005318,O-01506,P-09,1,47500,47500
I-005319,O-01506,P-02,2,210000,420000
I-005320,O-01507,P-02,2,210000,420000
I-005321,O-01507,P-01,1,45000,45000
I-005322,O-01508,P-04,1,625000,625000
I-005323,O-01508,P-07,3,280000,840000
I-005324,O-01508,P-02,2,210000,420000
I-005325,O-01509,P-02,3,210000,630000
I-005326,O-01509,P-07,3,280000,840000
I-005327,O-01509,P-08,1,36000,36000
I-005328,O-01509,P-05,2,520000,1040000
I-005329,O-01509,P-06,3,341000,1023000
I-005330,O-01510,P-03,1,62000,62000
I-005331,O-01510,P-07,3,280000,840000
I-005332,O-01511,P-02,3,210000,630000
I-005333,O-01511,P-08,3,36000,108000
I-005334,O-01511,P-07,1,280000,280000
I-005335,O-01511,P-01,3,45000,135000
I-005336,O-01511,P-06,1,341000,341000
I-005337,O-01512,P-03,2,62000,124000
I-005338,O-01512,P-05,3,520000,1560000
I-005339,O-01513,P-08,2,36000,72000
I-005340,O-01513,P-04,2,625000,1250000
I-005341,O-01513,P-05,3,520000,1560000
I-005342,O-01514,P-05,3,520000,1560000
I-005343,O-01514,P-04,2,625000,1250000
I-005344,O-01514,P-02,3,210000,630000
I-005345,O-01515,P-03,2,62000,124000
I-005346,O-01515,P-05,1,520000,520000
I-005347,O-01515,P-04,2,625000,1250000
I-005348,O-01516,P-07,3,280000,840000
I-005349,O-01516,P-10,2,28000,56000
I-005350,O-01517,P-08,2,36000,72000
I-005351,O-01517,P-04,3,625000,1875000
I-005352,O-01517,P-05,1,520000,520000
I-005353,O-01517,P-06,3,341000,1023000
I-005354,O-01517,P-09,1,47500,47500
I-005355,O-01518,P-03,1,62000,62000
I-005356,O-01518,P-05,1,520000,520000
I-005357,O-01518,P-08,3,36000,108000
I-005358,O-01519,P-02,3,210000,630000
I-005359,O-01519,P-10,2,28000,56000
I-005360,O-01519,P-06,2,341000,682000
I-005361,O-01519,P-08,3,36000,108000
I-005362,O-01520,P-04,1,625000,625000
I-005363,O-01520,P-02,1,210000,210000
I-005364,O-01520,P-06,1,341000,341000
I-005365,O-01520,P-05,3,520000,1560000
I-005366,O-01521,P-04,2,625000,1250000
I-005367,O-01521,P-02,2,210000,420000
I-005368,O-01521,P-10,1,28000,28000
I-005369,O-01521,P-05,2,520000,1040000
I-005370,O-01521,P-08,2,36000,72000
I-005371,O-01522,P-07,1,280000,280000
I-005372,O-01522,P-02,1,210000,210000
I-005373,O-01522,P-10,3,28000,84000
I-005374,O-01523,P-04,1,625000,625000
I-005375,O-01523,P-03,1,62000,62000
I-005376,O-01524,P-02,2,210000,420000
I-005377,O-01524,P-04,1,625000,625000
I-005378,O-01524,P-10,3,28000,84000
I-005379,O-01525,P-06,1,341000,341000
I-005380,O-01525,P-07,1,280000,280000
I-005381,O-01525,P-04,2,625000,1250000
I-005382,O-01525,P-08,3,36000,108000
I-005383,O-01526,P-01,1,45000,45000
I-005384,O-01526,P-04,1,625000,625000
I-005385,O-01526,P-03,2,62000,124000
I-005386,O-01526,P-09,3,47500,142500
I-005387,O-01526,P-08,2,36000,72000
I-005388,O-01527,P-03,3,62000,186000
I-005389,O-01527,P-06,1,341000,341000
I-005390,O-01528,P-09,3,47500,142500
I-005391,O-01528,P-01,2,45000,90000
I-005392,O-01529,P-05,3,520000,1560000
I-005393,O-01529,P-09,2,47500,95000
I-005394,O-01529,P-03,1,62000,62000
I-005395,O-01529,P-02,3,210000,630000
I-005396,O-01530,P-08,2,36000,72000
I-005397,O-01530,P-09,2,47500,95000
I-005398,O-01530,P-03,3,62000,186000
I-005399,O-01530,P-06,1,341000,341000
I-005400,O-01530,P-10,1,28000,28000
I-005401,O-01531,P-08,1,36000,36000
I-005402,O-01531,P-03,3,62000,186000
I-005403,O-01531,P-06,2,341000,682000
I-005404,O-01531,P-05,3,520000,1560000
I-005405,O-01532,P-03,3,62000,186000
I-005406,O-01532,P-06,2,341000,682000
I-005407,O-01532,P-07,1,280000,280000
I-005408,O-01532,P-08,2,36000,72000
I-005409,O-01532,P-02,3,210000,630000
I-005410,O-01533,P-03,2,62000,124000
I-005411,O-01533,P-01,2,45000,90000
I-005412,O-01533,P-04,3,625000,1875000
I-005413,O-01533,P-10,2,28000,56000
I-005414,O-01534,P-09,2,47500,95000
I-005415,O-01534,P-04,3,625000,1875000
I-005416,O-01534,P-02,1,210000,210000
I-005417,O-01535,P-02,1,210000,210000
I-005418,O-01535,P-09,3,47500,142500
I-005419,O-01536,P-01,3,45000,135000
I-005420,O-01536,P-06,2,341000,682000
I-005421,O-01537,P-07,1,280000,280000
I-005422,O-01537,P-08,3,36000,108000
I-005423,O-01537,P-10,3,28000,84000
I-005424,O-01537,P-02,1,210000,210000
I-005425,O-01537,P-05,2,520000,1040000
I-005426,O-01538,P-07,3,280000,840000
I-005427,O-01538,P-10,3,28000,84000
I-005428,O-01538,P-08,2,36000,72000
I-005429,O-01538,P-05,1,520000,520000
I-005430,O-01538,P-02,3,210000,630000
I-005431,O-01539,P-09,3,47500,142500
I-005432,O-01539,P-08,3,36000,108000
I-005433,O-01539,P-03,1,62000,62000
I-005434,O-01540,P-03,2,62000,124000
I-005435,O-01540,P-09,2,47500,95000
I-005436,O-01540,P-07,3,280000,840000
I-005437,O-01541,P-10,2,28000,56000
I-005438,O-01541,P-03,2,62000,124000
I-005439,O-01541,P-07,1,280000,280000
I-005440,O-01541,P-08,3,36000,108000
I-005441,O-01541,P-01,3,45000,135000
I-005442,O-01542,P-04,1,625000,625000
I-005443,O-01542,P-01,3,45000,135000
I-005444,O-01542,P-02,3,210000,630000
I-005445,O-01543,P-10,1,28000,28000
I-005446,O-01543,P-03,3,62000,186000
I-005447,O-01544,P-06,3,341000,1023000
I-005448,O-01544,P-04,3,625000,1875000
I-005449,O-01544,P-05,2,520000,1040000
I-005450,O-01544,P-02,1,210000,210000
I-005451,O-01545,P-07,3,280000,840000
I-005452,O-01545,P-08,1,36000,36000
I-005453,O-01546,P-04,1,625000,625000
I-005454,O-01546,P-08,1,36000,36000
I-005455,O-01547,P-01,1,45000,45000
I-005456,O-01547,P-10,1,28000,28000
I-005457,O-01548,P-09,1,47500,47500
I-005458,O-01548,P-10,3,28000,84000
I-005459,O-01548,P-03,1,62000,62000
I-005460,O-01548,P-02,1,210000,210000
I-005461,O-01548,P-06,1,341000,341000
I-005462,O-01549,P-09,2,47500,95000
I-005463,O-01549,P-05,1,520000,520000
I-005464,O-01549,P-06,3,341000,1023000
I-005465,O-01549,P-01,3,45000,135000
I-005466,O-01549,P-02,3,210000,630000
I-005467,O-01550,P-02,2,210000,420000
I-005468,O-01550,P-09,1,47500,47500
I-005469,O-01550,P-05,2,520000,1040000
I-005470,O-01550,P-08,3,36000,108000
I-005471,O-01551,P-03,3,62000,186000
I-005472,O-01551,P-07,2,280000,560000
I-005473,O-01551,P-10,1,28000,28000
I-005474,O-01551,P-08,1,36000,36000
I-005475,O-01552,P-01,1,45000,45000
I-005476,O-01552,P-03,1,62000,62000
I-005477,O-01552,P-02,2,210000,420000
I-005478,O-01552,P-05,3,520000,1560000
I-005479,O-01552,P-07,3,280000,840000
I-005480,O-01553,P-09,3,47500,142500
I-005481,O-01553,P-02,2,210000,420000
I-005482,O-01554,P-01,1,45000,45000
I-005483,O-01554,P-05,3,520000,1560000
I-005484,O-01555,P-04,2,625000,1250000
I-005485,O-01555,P-10,2,28000,56000
I-005486,O-01555,P-05,1,520000,520000
I-005487,O-01556,P-02,1,210000,210000
I-005488,O-01556,P-07,2,280000,560000
I-005489,O-01556,P-04,1,625000,625000
I-005490,O-01557,P-08,2,36000,72000
I-005491,O-01557,P-04,3,625000,1875000
I-005492,O-01558,P-08,3,36000,108000
I-005493,O-01558,P-04,3,625000,1875000
I-005494,O-01558,P-03,1,62000,62000
I-005495,O-01559,P-01,2,45000,90000
I-005496,O-01559,P-09,3,47500,142500
I-005497,O-01559,P-02,3,210000,630000
I-005498,O-01560,P-02,1,210000,210000
I-005499,O-01560,P-08,2,36000,72000
I-005500,O-01560,P-07,1,280000,280000
I-005501,O-01561,P-05,1,520000,520000
I-005502,O-01561,P-07,2,280000,560000
I-005503,O-01561,P-10,1,28000,28000
I-005504,O-01562,P-10,3,28000,84000
I-005505,O-01562,P-06,1,341000,341000
I-005506,O-01562,P-04,3,625000,1875000
I-005507,O-01562,P-02,1,210000,210000
I-005508,O-01562,P-05,2,520000,1040000
I-005509,O-01563,P-02,2,210000,420000
I-005510,O-01563,P-05,3,520000,1560000
I-005511,O-01563,P-08,2,36000,72000
I-005512,O-01564,P-05,1,520000,520000
I-005513,O-01564,P-08,3,36000,108000
I-005514,O-01565,P-07,2,280000,560000
I-005515,O-01565,P-05,1,520000,520000
I-005516,O-01565,P-01,1,45000,45000
I-005517,O-01565,P-06,1,341000,341000
I-005518,O-01565,P-02,1,210000,210000
I-005519,O-01566,P-09,1,47500,47500
I-005520,O-01566,P-07,2,280000,560000
I-005521,O-01566,P-10,3,28000,84000
I-005522,O-01566,P-01,2,45000,90000
I-005523,O-01566,P-08,1,36000,36000
I-005524,O-01567,P-02,2,210000,420000
I-005525,O-01567,P-04,2,625000,1250000
I-005526,O-01567,P-10,3,28000,84000
I-005527,O-01567,P-09,2,47500,95000
I-005528,O-01568,P-04,1,625000,625000
I-005529,O-01568,P-08,2,36000,72000
I-005530,O-01569,P-07,2,280000,560000
I-005531,O-01569,P-05,3,520000,1560000
I-005532,O-01570,P-01,1,45000,45000
I-005533,O-01570,P-08,2,36000,72000
I-005534,O-01570,P-02,1,210000,210000
I-005535,O-01570,P-07,3,280000,840000
I-005536,O-01571,P-02,3,210000,630000
I-005537,O-01571,P-06,1,341000,341000
I-005538,O-01572,P-02,1,210000,210000
I-005539,O-01572,P-03,2,62000,124000
I-005540,O-01572,P-08,3,36000,108000
I-005541,O-01573,P-03,3,62000,186000
I-005542,O-01573,P-04,2,625000,1250000
I-005543,O-01573,P-06,1,341000,341000
I-005544,O-01573,P-10,3,28000,84000
I-005545,O-01573,P-07,1,280000,280000
I-005546,O-01574,P-06,3,341000,1023000
I-005547,O-01574,P-07,3,280000,840000
I-005548,O-01574,P-10,2,28000,56000
I-005549,O-01575,P-10,1,28000,28000
I-005550,O-01575,P-03,1,62000,62000
I-005551,O-01575,P-04,3,625000,1875000
I-005552,O-01576,P-10,2,28000,56000
I-005553,O-01576,P-08,1,36000,36000
I-005554,O-01576,P-05,2,520000,1040000
I-005555,O-01577,P-04,2,625000,1250000
I-005556,O-01577,P-07,2,280000,560000
I-005557,O-01578,P-05,1,520000,520000
I-005558,O-01578,P-07,1,280000,280000
I-005559,O-01579,P-01,1,45000,45000
I-005560,O-01579,P-10,3,28000,84000
I-005561,O-01579,P-05,1,520000,520000
I-005562,O-01580,P-01,1,45000,45000
I-005563,O-01580,P-06,3,341000,1023000
I-005564,O-01581,P-06,2,341000,682000
I-005565,O-01581,P-08,1,36000,36000
I-005566,O-01581,P-10,3,28000,84000
I-005567,O-01582,P-02,1,210000,210000
I-005568,O-01582,P-09,1,47500,47500
I-005569,O-01582,P-01,1,45000,45000
I-005570,O-01582,P-03,2,62000,124000
I-005571,O-01582,P-06,3,341000,1023000
I-005572,O-01583,P-07,1,280000,280000
I-005573,O-01583,P-04,1,625000,625000
I-005574,O-01583,P-01,3,45000,135000
I-005575,O-01584,P-09,2,47500,95000
I-005576,O-01584,P-05,1,520000,520000
I-005577,O-01584,P-01,2,45000,90000
I-005578,O-01584,P-06,2,341000,682000
I-005579,O-01585,P-01,3,45000,135000
I-005580,O-01585,P-05,2,520000,1040000
I-005581,O-01586,P-01,1,45000,45000
I-005582,O-01586,P-06,2,341000,682000
I-005583,O-01587,P-06,3,341000,1023000
I-005584,O-01587,P-02,3,210000,630000
I-005585,O-01587,P-08,3,36000,108000
I-005586,O-01588,P-08,2,36000,72000
I-005587,O-01588,P-01,2,45000,90000
I-005588,O-01588,P-06,3,341000,1023000
I-005589,O-01588,P-02,3,210000,630000
I-005590,O-01589,P-06,3,341000,1023000
I-005591,O-01589,P-09,1,47500,47500
I-005592,O-01589,P-03,1,62000,62000
I-005593,O-01589,P-01,2,45000,90000
I-005594,O-01590,P-02,1,210000,210000
I-005595,O-01590,P-07,2,280000,560000
I-005596,O-01590,P-08,1,36000,36000
I-005597,O-01590,P-01,3,45000,135000
I-005598,O-01590,P-03,3,62000,186000
I-005599,O-01591,P-05,2,520000,1040000
I-005600,O-01591,P-04,1,625000,625000
I-005601,O-01591,P-02,3,210000,630000
I-005602,O-01592,P-07,3,280000,840000
I-005603,O-01592,P-05,3,520000,1560000
I-005604,O-01593,P-10,3,28000,84000
I-005605,O-01593,P-02,3,210000,630000
I-005606,O-01594,P-05,3,520000,1560000
I-005607,O-01594,P-02,1,210000,210000
I-005608,O-01594,P-01,1,45000,45000
I-005609,O-01594,P-03,3,62000,186000
I-005610,O-01595,P-03,2,62000,124000
I-005611,O-01595,P-01,1,45000,45000
I-005612,O-01595,P-05,1,520000,520000
I-005613,O-01596,P-05,1,520000,520000
I-005614,O-01596,P-08,3,36000,108000
I-005615,O-01596,P-03,1,62000,62000
I-005616,O-01597,P-02,1,210000,210000
I-005617,O-01597,P-03,3,62000,186000
I-005618,O-01597,P-05,2,520000,1040000
I-005619,O-01598,P-05,3,520000,1560000
I-005620,O-01598,P-08,1,36000,36000
I-005621,O-01598,P-03,2,62000,124000
I-005622,O-01599,P-03,2,62000,124000
I-005623,O-01599,P-05,3,520000,1560000
I-005624,O-01599,P-02,2,210000,420000
I-005625,O-01600,P-04,1,625000,625000
I-005626,O-01600,P-03,2,62000,124000
I-005627,O-01600,P-09,1,47500,47500
I-005628,O-01600,P-06,1,341000,341000
I-005629,O-01600,P-07,1,280000,280000
I-005630,O-01601,P-02,1,210000,210000
I-005631,O-01601,P-04,1,625000,625000
I-005632,O-01601,P-08,3,36000,108000
I-005633,O-01601,P-06,3,341000,1023000
I-005634,O-01601,P-01,1,45000,45000
I-005635,O-01602,P-08,1,36000,36000
I-005636,O-01602,P-09,2,47500,95000
I-005637,O-01602,P-01,3,45000,135000
I-005638,O-01602,P-07,2,280000,560000
I-005639,O-01603,P-10,1,28000,28000
I-005640,O-01603,P-02,3,210000,630000
I-005641,O-01603,P-07,1,280000,280000
I-005642,O-01603,P-03,3,62000,186000
I-005643,O-01604,P-02,2,210000,420000
I-005644,O-01604,P-08,2,36000,72000
I-005645,O-01604,P-01,3,45000,135000
I-005646,O-01605,P-02,1,210000,210000
I-005647,O-01605,P-01,2,45000,90000
I-005648,O-01605,P-06,1,341000,341000
I-005649,O-01605,P-05,3,520000,1560000
I-005650,O-01605,P-07,2,280000,560000
I-005651,O-01606,P-02,2,210000,420000
I-005652,O-01606,P-06,3,341000,1023000
I-005653,O-01606,P-03,3,62000,186000
I-005654,O-01606,P-04,2,625000,1250000
I-005655,O-01607,P-09,2,47500,95000
I-005656,O-01607,P-04,1,625000,625000
I-005657,O-01607,P-08,2,36000,72000
I-005658,O-01607,P-01,3,45000,135000
